Date,Value
2025-09-29,149.15316216444378
2025-09-30,139.66310125192874
2025-10-01,140.90001272288282
2025-10-02,136.35519898651384
2025-10-03,146.57744062863623
2025-10-04,135.41605981878516
2025-10-05,142.07552259252842
2025-10-06,153.93480015805213
2025-10-07,152.93158740485458
2025-10-08,158.60270608285936
2025-10-09,160.71846647770877
2025-10-10,187.77968809683642
2025-10-11,219.03613169132564
2025-10-12,183.3999718405609
2025-10-13,147.0610950385683
2025-10-14,113.03500517559387
2025-10-15,129.1348464408051
2025-10-16,121.3032426409053
2025-10-17,115.88143914793025
2025-10-18,122.9498299185949
2025-10-19,106.46320086141635
2025-10-20,101.29409430377694
2025-10-21,113.93628836154367
2025-10-22,122.10014844525301
2025-10-23,120.86476112812556
2025-10-24,122.85632570166044
2025-10-25,124.59129907570535
2025-10-26,128.93632714353674
2025-10-27,128.944130634565
2025-10-28,137.44705401177
2025-10-29,125.0821957940903
2025-10-30,152.0943955768453
2025-10-31,149.2981907567982
2025-11-01,158.44379974472594
2025-11-02,140.89698196005395
2025-11-03,154.33319598242124
2025-11-04,140.5748567757734
2025-11-05,166.84771387193058
2025-11-06,152.07855323242774
2025-11-07,147.30881538862894
2025-11-08,146.98569529354063
2025-11-09,149.99520346747713
2025-11-10,157.4101113330313
2025-11-11,144.0530682973676
2025-11-12,122.78341663241619
2025-11-13,149.72424748603157
2025-11-14,106.28769618856535
2025-11-15,116.23454989516871
2025-11-16,115.51466708197907
2025-11-17,120.31038588637003
2025-11-18,112.38292759941324
2025-11-19,120.91388370431375
2025-11-20,107.35348385354598
2025-11-21,121.32330325849321
2025-11-22,122.56229650010445
2025-11-23,117.46095241391829
2025-11-24,109.3087648985168
2025-11-25,128.84479117162164
2025-11-26,147.44217160171303
2025-11-27,141.23004539397112
2025-11-28,153.44506698275833
2025-11-29,135.04765712830041
2025-11-30,146.2505361317441
2025-12-01,130.90725685143087
2025-12-02,146.85119447476694
2025-12-03,172.08956252525266
2025-12-04,157.9063999719877
2025-12-05,171.43398479120395
2025-12-06,161.06374106558684
2025-12-07,181.3684264413085
2025-12-08,154.7475604195224
2025-12-09,136.77018557204408
2025-12-10,152.24962175117875
2025-12-11,145.62380400547752
2025-12-12,133.35772674926199
2025-12-13,147.02702069997096
2025-12-14,136.5794657594969
2025-12-15,128.1677444731359
2025-12-16,154.27919292837268
2025-12-17,133.7045226513255
2025-12-18,135.6957730900515
2025-12-19,122.05663927046237
2025-12-20,149.68618687726246
2025-12-21,127.2438246400992
2025-12-22,123.81723733159525
2025-12-23,109.1054759680446
2025-12-24,128.65534058106377
2025-12-25,148.04334079729503
2025-12-26,153.67353804101998
2025-12-27,141.9783497389215
2025-12-28,157.8308540219871
2025-12-29,154.54800045259285
2025-12-30,157.09325825374668
2025-12-31,156.54055742731987
